state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,comments,mergedBy,mergeCommit,org,repo,kind
OPEN,MDU6SXNzdWU2MTMwMDg3MDE=,Document how to add custom javascript libraries (local or remote),https://github.com/executablebooks/jupyter-book/issues/547,2020-05-06T02:25:52Z,2020-05-06T02:25:52Z,,{'edges': []},547,MEMBER,choldgraf,{'edges': []},,,executablebooks,jupyter-book,issue
OPEN,MDU6SXNzdWU2MTI5NzY1MzY=,Support numbered pages/sections,https://github.com/executablebooks/jupyter-book/issues/546,2020-05-06T00:32:53Z,2020-05-13T18:49:45Z,,{'edges': []},546,MEMBER,choldgraf,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-12T13:53:19Z', 'updatedAt': '2020-05-12T13:58:12Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-627360181', 'author': {'login': 'amueller'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-12T15:43:33Z', 'updatedAt': '2020-05-12T16:03:08Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-627426210', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-12T16:02:48Z', 'updatedAt': '2020-05-12T16:02:48Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-627437418', 'author': {'login': 'amueller'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-12T16:03:43Z', 'updatedAt': '2020-05-12T16:04:07Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-627437984', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-12T16:04:03Z', 'updatedAt': '2020-05-12T16:04:03Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-627438161', 'author': {'login': 'amueller'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-12T16:04:40Z', 'updatedAt': '2020-05-12T16:05:45Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-627438503', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-12T16:07:56Z', 'updatedAt': '2020-05-12T16:07:56Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-627440372', 'author': {'login': 'amueller'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-12T16:09:53Z', 'updatedAt': '2020-05-12T16:26:53Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-627441412', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-12T16:54:48Z', 'updatedAt': '2020-05-12T16:54:48Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-627466614', 'author': {'login': 'amueller'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-12T17:26:21Z', 'updatedAt': '2020-05-12T17:26:21Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-627483277', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-12T18:24:20Z', 'updatedAt': '2020-05-12T18:24:20Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-627513167', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-12T23:38:03Z', 'updatedAt': '2020-05-12T23:38:03Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-627656843', 'author': {'login': 'mmcky'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-13T17:49:47Z', 'updatedAt': '2020-05-13T17:54:44Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-628147322', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-13T18:49:45Z', 'updatedAt': '2020-05-13T18:49:45Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/546#issuecomment-628178252', 'author': {'login': 'jstac'}}}]}",,,executablebooks,jupyter-book,issue
OPEN,MDU6SXNzdWU2MTI5Mzc0NDc=,Draft of a Jupyter Book rewrite blog post,https://github.com/executablebooks/meta/issues/63,2020-05-05T22:37:47Z,2020-05-07T00:35:00Z,,{'edges': []},63,MEMBER,choldgraf,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-06T06:29:06Z', 'updatedAt': '2020-05-06T06:29:06Z', 'url': 'https://github.com/executablebooks/meta/issues/63#issuecomment-624466066', 'author': {'login': 'jstac'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-06T17:29:36Z', 'updatedAt': '2020-05-06T17:29:36Z', 'url': 'https://github.com/executablebooks/meta/issues/63#issuecomment-624784647', 'author': {'login': 'rowanc1'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-06T23:56:20Z', 'updatedAt': '2020-05-06T23:56:20Z', 'url': 'https://github.com/executablebooks/meta/issues/63#issuecomment-624951735', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-07T00:35:00Z', 'updatedAt': '2020-05-07T00:35:00Z', 'url': 'https://github.com/executablebooks/meta/issues/63#issuecomment-624962336', 'author': {'login': 'jstac'}}}]}",,,executablebooks,meta,issue
CLOSED,MDU6SXNzdWU2MTIyNzY3NTU=,"The config value `copyright' has type `int', defaults to `str'.",https://github.com/executablebooks/jupyter-book/issues/543,2020-05-05T02:05:43Z,2020-05-05T04:57:52Z,2020-05-05T04:50:38Z,{'edges': []},543,CONTRIBUTOR,Cyb3rWard0g,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T02:29:47Z', 'updatedAt': '2020-05-05T02:29:47Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/543#issuecomment-623802911', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-05T02:40:55Z', 'updatedAt': '2020-05-05T02:40:55Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/543#issuecomment-623804954', 'author': {'login': 'Cyb3rWard0g'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-05T03:39:01Z', 'updatedAt': '2020-05-05T03:39:01Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/543#issuecomment-623820148', 'author': {'login': 'Cyb3rWard0g'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T04:50:37Z', 'updatedAt': '2020-05-05T04:50:37Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/543#issuecomment-623855141', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-05T04:57:52Z', 'updatedAt': '2020-05-05T04:57:52Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/543#issuecomment-623856550', 'author': {'login': 'Cyb3rWard0g'}}}]}",,,executablebooks,jupyter-book,issue
OPEN,MDU6SXNzdWU2MTIyNjQ5NTE=,Adopt a code of conduct,https://github.com/executablebooks/meta/issues/62,2020-05-05T01:18:55Z,2020-05-05T01:58:21Z,,{'edges': []},62,MEMBER,choldgraf,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T01:55:46Z', 'updatedAt': '2020-05-05T01:55:46Z', 'url': 'https://github.com/executablebooks/meta/issues/62#issuecomment-623796390', 'author': {'login': 'jstac'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T01:56:58Z', 'updatedAt': '2020-05-05T01:56:58Z', 'url': 'https://github.com/executablebooks/meta/issues/62#issuecomment-623796635', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T01:58:21Z', 'updatedAt': '2020-05-05T01:58:21Z', 'url': 'https://github.com/executablebooks/meta/issues/62#issuecomment-623796874', 'author': {'login': 'jstac'}}}]}",,,executablebooks,meta,issue
OPEN,MDU6SXNzdWU2MTIyNTgyMjM=,Binder does not show,https://github.com/executablebooks/quantecon-mini-example/issues/23,2020-05-05T00:50:33Z,2020-05-14T01:47:09Z,,{'edges': []},23,NONE,spring-haru,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T01:06:40Z', 'updatedAt': '2020-05-05T01:06:40Z', 'url': 'https://github.com/executablebooks/quantecon-mini-example/issues/23#issuecomment-623787259', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T01:47:09Z', 'updatedAt': '2020-05-14T01:47:09Z', 'url': 'https://github.com/executablebooks/quantecon-mini-example/issues/23#issuecomment-628336808', 'author': {'login': 'najuzilu'}}}]}",,,executablebooks,quantecon-mini-example,issue
OPEN,MDU6SXNzdWU2MTIyMzg2Mzk=,Restructure of intro.md,https://github.com/executablebooks/jupyter-book/issues/542,2020-05-04T23:43:51Z,2020-05-05T19:02:32Z,,{'edges': []},542,CONTRIBUTOR,consideRatio,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T01:09:11Z', 'updatedAt': '2020-05-05T01:09:11Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/542#issuecomment-623787783', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T19:02:31Z', 'updatedAt': '2020-05-05T19:02:31Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/542#issuecomment-624246051', 'author': {'login': 'choldgraf'}}}]}",,,executablebooks,jupyter-book,issue
OPEN,MDU6SXNzdWU2MTIwNTk5ODU=,Formatting in LaTeX output,https://github.com/executablebooks/sphinx-panels/issues/6,2020-05-04T17:58:49Z,2020-05-17T04:56:18Z,,{'edges': [{'node': {'name': 'enhancement'}}]},6,MEMBER,chrisjsewell,{'edges': []},,,executablebooks,sphinx-panels,issue
OPEN,MDU6SXNzdWU2MTE0NTIzOTE=,"Alternate style for ""admonition / notes"" blocks",https://github.com/executablebooks/jupyter-book/issues/539,2020-05-03T16:34:18Z,2020-05-04T05:50:54Z,,{'edges': []},539,MEMBER,choldgraf,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-04T05:50:54Z', 'updatedAt': '2020-05-04T05:50:54Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/539#issuecomment-623270371', 'author': {'login': 'najuzilu'}}}]}",,,executablebooks,jupyter-book,issue
CLOSED,MDU6SXNzdWU2MTE0NDA5NDk=,URL separator issue on Windows,https://github.com/executablebooks/jupyter-book/issues/538,2020-05-03T15:38:59Z,2020-05-03T18:35:03Z,2020-05-03T18:35:03Z,{'edges': []},538,NONE,bryeis,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-03T16:01:50Z', 'updatedAt': '2020-05-03T16:01:50Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/538#issuecomment-623131989', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-03T16:23:20Z', 'updatedAt': '2020-05-03T16:23:20Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/538#issuecomment-623135279', 'author': {'login': 'bryeis'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-03T17:39:29Z', 'updatedAt': '2020-05-03T17:39:29Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/538#issuecomment-623150232', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-03T17:50:36Z', 'updatedAt': '2020-05-03T17:50:36Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/538#issuecomment-623151871', 'author': {'login': 'bryeis'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-03T18:35:03Z', 'updatedAt': '2020-05-03T18:35:03Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/538#issuecomment-623158981', 'author': {'login': 'choldgraf'}}}]}",,,executablebooks,jupyter-book,issue
OPEN,MDU6SXNzdWU2MTEyNzQ1NDc=,"Adding directives for ""question and answer"" blocks",https://github.com/executablebooks/jupyter-book/issues/536,2020-05-02T21:10:16Z,2020-05-04T16:28:40Z,,{'edges': []},536,MEMBER,choldgraf,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-04T16:28:40Z', 'updatedAt': '2020-05-04T16:28:40Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/536#issuecomment-623567732', 'author': {'login': 'choldgraf'}}}]}",,,executablebooks,jupyter-book,issue
CLOSED,MDU6SXNzdWU2MTEyMzg3Mjk=,Incompatible with nbconvert 6.0.0a1,https://github.com/executablebooks/jupyter-book/issues/534,2020-05-02T17:40:05Z,2020-05-02T20:54:35Z,2020-05-02T20:54:34Z,{'edges': []},534,CONTRIBUTOR,jpivarski,{'edges': []},,,executablebooks,jupyter-book,issue
OPEN,MDU6SXNzdWU2MTExODQwMDM=,Stateless execution backends,https://github.com/executablebooks/jupyter-book/issues/532,2020-05-02T13:01:03Z,2020-05-02T20:57:21Z,,{'edges': []},532,CONTRIBUTOR,jpivarski,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-02T17:03:28Z', 'updatedAt': '2020-05-02T17:04:08Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/532#issuecomment-622984094', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-02T17:28:52Z', 'updatedAt': '2020-05-02T17:28:52Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/532#issuecomment-622987604', 'author': {'login': 'jpivarski'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-02T18:05:56Z', 'updatedAt': '2020-05-02T18:05:56Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/532#issuecomment-622992509', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-02T18:28:07Z', 'updatedAt': '2020-05-02T18:28:07Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/532#issuecomment-622995278', 'author': {'login': 'jpivarski'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-02T20:57:21Z', 'updatedAt': '2020-05-02T20:57:21Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/532#issuecomment-623012250', 'author': {'login': 'choldgraf'}}}]}",,,executablebooks,jupyter-book,issue
OPEN,MDU6SXNzdWU2MTEwNTI0NDU=,asciidoc / O'Reilly,https://github.com/executablebooks/jupyter-book/issues/531,2020-05-01T23:46:34Z,2020-05-02T00:34:58Z,,{'edges': []},531,CONTRIBUTOR,amueller,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-01T23:50:51Z', 'updatedAt': '2020-05-01T23:50:51Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/531#issuecomment-622614118', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-02T00:09:58Z', 'updatedAt': '2020-05-02T00:09:58Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/531#issuecomment-622617612', 'author': {'login': 'amueller'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-02T00:34:58Z', 'updatedAt': '2020-05-02T00:34:58Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/531#issuecomment-622631752', 'author': {'login': 'choldgraf'}}}]}",,,executablebooks,jupyter-book,issue
CLOSED,MDU6SXNzdWU2MTEwNDQwOTA=,nbconvert error in build,https://github.com/executablebooks/jupyter-book/issues/530,2020-05-01T23:32:48Z,2020-05-01T23:48:45Z,2020-05-01T23:48:45Z,{'edges': []},530,CONTRIBUTOR,kyleniemeyer,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-01T23:33:38Z', 'updatedAt': '2020-05-01T23:33:38Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/530#issuecomment-622611021', 'author': {'login': 'kyleniemeyer'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-01T23:34:28Z', 'updatedAt': '2020-05-01T23:34:44Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/530#issuecomment-622611178', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-01T23:37:34Z', 'updatedAt': '2020-05-01T23:37:34Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/530#issuecomment-622611741', 'author': {'login': 'kyleniemeyer'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-01T23:38:49Z', 'updatedAt': '2020-05-01T23:38:49Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/530#issuecomment-622611968', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-01T23:48:41Z', 'updatedAt': '2020-05-01T23:48:41Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/530#issuecomment-622613731', 'author': {'login': 'kyleniemeyer'}}}]}",,,executablebooks,jupyter-book,issue
CLOSED,MDU6SXNzdWU2MTEwNDE0MDY=,vertically center all content,https://github.com/executablebooks/sphinx-panels/issues/5,2020-05-01T23:28:44Z,2020-05-04T17:40:07Z,2020-05-04T17:40:07Z,{'edges': []},5,MEMBER,choldgraf,{'edges': []},,,executablebooks,sphinx-panels,issue
CLOSED,MDU6SXNzdWU2MTEwMzcwMzg=,document arguments,https://github.com/executablebooks/sphinx-panels/issues/4,2020-05-01T23:22:14Z,2020-05-04T17:40:07Z,2020-05-04T17:40:07Z,{'edges': []},4,MEMBER,choldgraf,{'edges': []},,,executablebooks,sphinx-panels,issue
CLOSED,MDU6SXNzdWU2MTEwMDM0NTM=,Issues with generating bibliography,https://github.com/executablebooks/jupyter-book/issues/528,2020-05-01T22:35:46Z,2020-05-02T22:41:14Z,2020-05-02T22:25:42Z,{'edges': []},528,CONTRIBUTOR,kyleniemeyer,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-01T23:58:16Z', 'updatedAt': '2020-05-01T23:58:16Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/528#issuecomment-622615405', 'author': {'login': 'kyleniemeyer'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-02T00:09:49Z', 'updatedAt': '2020-05-02T00:09:49Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/528#issuecomment-622617579', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-02T00:14:40Z', 'updatedAt': '2020-05-02T00:14:40Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/528#issuecomment-622618458', 'author': {'login': 'kyleniemeyer'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-02T01:41:07Z', 'updatedAt': '2020-05-02T01:41:12Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/528#issuecomment-622650617', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-02T15:46:28Z', 'updatedAt': '2020-05-02T15:46:28Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/528#issuecomment-622973272', 'author': {'login': 'kyleniemeyer'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-02T16:25:45Z', 'updatedAt': '2020-05-02T16:26:13Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/528#issuecomment-622978994', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-02T22:08:07Z', 'updatedAt': '2020-05-02T22:08:07Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/528#issuecomment-623021854', 'author': {'login': 'kyleniemeyer'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-02T22:17:46Z', 'updatedAt': '2020-05-02T22:17:46Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/528#issuecomment-623022714', 'author': {'login': 'kyleniemeyer'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-02T22:25:42Z', 'updatedAt': '2020-05-02T22:25:42Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/528#issuecomment-623023542', 'author': {'login': 'kyleniemeyer'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-02T22:41:14Z', 'updatedAt': '2020-05-02T22:41:14Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/528#issuecomment-623025004', 'author': {'login': 'choldgraf'}}}]}",,,executablebooks,jupyter-book,issue
OPEN,MDU6SXNzdWU2MTA5OTc1NzM=,Improve CSS / JS for citations,https://github.com/executablebooks/sphinx-book-theme/issues/82,2020-05-01T22:23:47Z,2020-05-04T18:18:59Z,,{'edges': []},82,MEMBER,choldgraf,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-01T22:48:53Z', 'updatedAt': '2020-05-01T22:48:53Z', 'url': 'https://github.com/executablebooks/sphinx-book-theme/issues/82#issuecomment-622599434', 'author': {'login': 'rowanc1'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-04T18:18:59Z', 'updatedAt': '2020-05-04T18:18:59Z', 'url': 'https://github.com/executablebooks/sphinx-book-theme/issues/82#issuecomment-623624791', 'author': {'login': 'rowanc1'}}}]}",,,executablebooks,sphinx-book-theme,issue
CLOSED,MDU6SXNzdWU2MTA2MTQ2ODM=,Adding custom CSS,https://github.com/executablebooks/jupyter-book/issues/526,2020-05-01T07:35:55Z,2020-05-14T22:02:03Z,2020-05-14T22:02:02Z,{'edges': []},526,MEMBER,najuzilu,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-01T15:09:41Z', 'updatedAt': '2020-05-01T15:09:41Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/526#issuecomment-622426364', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-04T05:39:23Z', 'updatedAt': '2020-05-04T05:39:23Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/526#issuecomment-623267055', 'author': {'login': 'najuzilu'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-06T02:23:20Z', 'updatedAt': '2020-05-06T02:23:20Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/526#issuecomment-624409326', 'author': {'login': 'choldgraf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T22:02:02Z', 'updatedAt': '2020-05-14T22:02:02Z', 'url': 'https://github.com/executablebooks/jupyter-book/issues/526#issuecomment-628909369', 'author': {'login': 'choldgraf'}}}]}",,,executablebooks,jupyter-book,issue
CLOSED,MDU6SXNzdWU2MTA1NDAxNjc=,Allow for different numbers of columns,https://github.com/executablebooks/sphinx-panels/issues/1,2020-05-01T03:39:57Z,2020-05-04T17:40:07Z,2020-05-04T17:40:07Z,{'edges': [{'node': {'name': 'enhancement'}}]},1,MEMBER,chrisjsewell,{'edges': []},,,executablebooks,sphinx-panels,issue
CLOSED,MDU6SXNzdWU2MTA1Mzg2NjM=,Documentation out of date,https://github.com/executablebooks/mistletoe/issues/9,2020-05-01T03:35:05Z,2020-05-01T04:05:38Z,2020-05-01T04:05:38Z,{'edges': []},9,NONE,mr2013,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-01T04:05:38Z', 'updatedAt': '2020-05-01T04:05:38Z', 'url': 'https://github.com/executablebooks/mistletoe/issues/9#issuecomment-622237722', 'author': {'login': 'mr2013'}}}]}",,,executablebooks,mistletoe,issue
OPEN,MDU6SXNzdWU2MTA0OTk1NzM=,Create a multi-book theme?,https://github.com/executablebooks/meta/issues/60,2020-05-01T01:31:10Z,2020-05-01T01:31:10Z,,{'edges': []},60,MEMBER,choldgraf,{'edges': []},,,executablebooks,meta,issue
OPEN,MDU6SXNzdWU2MTAzMTE0ODI=,Is this library compatible with Windows 10?,https://github.com/executablebooks/sphinx-copybutton/issues/79,2020-04-30T18:57:56Z,2020-04-30T20:58:39Z,,{'edges': []},79,NONE,RossVertizan,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-04-30T20:58:39Z', 'updatedAt': '2020-04-30T20:58:39Z', 'url': 'https://github.com/executablebooks/sphinx-copybutton/issues/79#issuecomment-622108378', 'author': {'login': 'choldgraf'}}}]}",,,executablebooks,sphinx-copybutton,issue
